area_type,availability,location,size,total_sqft,bath,balcony,City,Price,BHK,ready_to_move,price_per_sqft
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1820,4,2,Bangalore,9500000,3,1,5219.78022
Super built-up  Area,18-12-2024 00:00,Kannamangala,3 BHK,1865,3,1,Bangalore,13900000,3,0,7453.08311
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1240,2,2,Bangalore,6500000,2,1,5241.935484
Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,1360,3,1,Bangalore,7500000,3,1,5514.705882
Built-up  Area,Ready To Move,ISRO Layout,4 Bedroom,4200,4,2,Bangalore,25500000,4,1,6071.428571
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1450,2,2,Bangalore,6351000,3,1,4380
Super built-up  Area,Ready To Move,Budigere,2 BHK,1139,2,2,Bangalore,7200000,2,1,6321.334504
Super built-up  Area,Ready To Move,Begur Road,3 BHK,1565,2,2,Bangalore,5600000,3,1,3578.27476
Plot  Area,Ready To Move,Anjanapura,3 Bedroom,1200,3,2,Bangalore,16500000,3,1,13750
Plot  Area,Ready To Move,Kurubarahalli,4 Bedroom,600,4,0,Bangalore,7700000,4,1,12833.33333
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,1200,2,2,Bangalore,3900000,2,1,3250
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,1855,3,3,Bangalore,14000000,3,1,7547.169811
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,1100,2,1,Bangalore,5500000,2,1,5000
Built-up  Area,Ready To Move,Arehalli,3 BHK,1350,2,2,Bangalore,6500000,3,1,4814.814815
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,2266,3,2,Bangalore,20700000,3,1,9135.039718
Super built-up  Area,Ready To Move,Hosur Road,1 BHK,660,1,1,Bangalore,2300000,1,1,3484.848485
Built-up  Area,Ready To Move,Kodihalli,2 BHK,1490,2,1,Bangalore,15000000,2,1,10067.11409
Super built-up  Area,Ready To Move,Kambipura,3 BHK,1083,2,1,Bangalore,4800000,3,1,4432.132964
Super built-up  Area,18-03-2024 00:00,Hennur Road,2 BHK,1232,2,1,Bangalore,8300000,2,0,6737.012987
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1550,3,1,Bangalore,8680000,3,1,5600
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1227,2,2,Bangalore,7000000,2,1,5704.971475
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1059,2,2,Bangalore,6800000,2,1,6421.15203
Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,545,1,1,Bangalore,2900000,2,1,5321.100917
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,1152,2,1,Bangalore,5400000,2,1,4687.5
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,870,1,1,Bangalore,4500000,2,1,5172.413793
Super built-up  Area,17-12-2024 00:00,Panathur,2 BHK,1210,2,1,Bangalore,7800000,2,0,6446.280992
Super built-up  Area,19-03-2024 00:00,Thanisandra,1 BHK,663,1,0,Bangalore,4610000,1,0,6953.242836
Super built-up  Area,Ready To Move,Hennur Gardens,3 BHK,1464,2,1,Bangalore,13500000,3,1,9221.311475
Built-up  Area,Ready To Move,Kadubeesanahalli,3 BHK,1365,3,1,Bangalore,8000000,3,1,5860.805861
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1704,3,1,Bangalore,12000000,3,1,7042.253521
Super built-up  Area,18-12-2024 00:00,Whitefield,3 BHK,1495,2,2,Bangalore,6055000,3,0,4050.167224
Super built-up  Area,19-10-2024 00:00,Whitefield,2 BHK,1256,2,2,Bangalore,7300000,2,0,5812.101911
Built-up  Area,Ready To Move,Kengeri,2 BHK,883,2,0,Bangalore,4900000,2,1,5549.263873
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1080,2,1,Bangalore,4500000,3,1,4166.666667
Super built-up  Area,Ready To Move,Marsur,2 BHK,497,1,1,Bangalore,2500000,2,1,5030.181087
Super built-up  Area,21-09-2024 00:00,9th Phase JP Nagar,2 BHK,1073,2,1,Bangalore,5236000,2,0,4879.776328
Super built-up  Area,Ready To Move,Rajaji Nagar,6 BHK,3000,6,3,Bangalore,25000000,6,1,8333.333333
Super built-up  Area,Ready To Move,Doddabommasandra,2 BHK,1300,2,3,Bangalore,3200000,2,1,2461.538462
Built-up  Area,Ready To Move,Thanisandra,1 BHK,662,1,0,Bangalore,4500000,1,1,6797.583082
Super built-up  Area,18-04-2024 00:00,Kumara Park,2 BHK,1200,2,2,Bangalore,7500000,2,0,6250
Built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,1550,3,3,Bangalore,7500000,3,1,4838.709677
Super built-up  Area,Ready To Move,7th Block Jayanagar,3 BHK,1707,3,2,Bangalore,17100000,3,1,10017.57469
Super built-up  Area,Ready To Move,Banashankari,2 BHK,1310,2,2,Bangalore,8043000,2,1,6139.694656
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1577,3,2,Bangalore,6500000,3,1,4121.750159
Super built-up  Area,Ready To Move,Kodigehaali,3 BHK,1324,3,2,Bangalore,6500000,3,1,4909.365559
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1786,2,2,Bangalore,10600000,3,1,5935.050392
Super built-up  Area,Ready To Move,Harlur,2 BHK,1174,2,1,Bangalore,7500000,2,1,6388.415673
Super built-up  Area,Ready To Move,Kamala Nagar,1 BHK,565,1,1,Bangalore,3300000,1,1,5840.707965
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1400,2,1,Bangalore,9500000,3,1,6785.714286
Built-up  Area,Ready To Move,Electronic City,1 BHK,635,1,1,Bangalore,2800000,1,1,4409.448819
Plot  Area,Ready To Move,Kalyan nagar,6 Bedroom,3000,8,2,Bangalore,40000000,6,1,13333.33333
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,1368,2,1,Bangalore,5471000,3,1,3999.269006
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1450,3,3,Bangalore,5500000,3,1,3793.103448
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,1045,2,2,Bangalore,4800000,2,1,4593.301435
Super built-up  Area,18-08-2024 00:00,Electronic City,2 BHK,1128,2,1,Bangalore,6540000,2,0,5797.87234
Built-up  Area,Ready To Move,Bhoganhalli,2 BHK,1125,2,1,Bangalore,5400000,2,1,4800
Super built-up  Area,18-07-2024 00:00,Whitefield,2 BHK,1195,2,1,Bangalore,6238000,2,0,5220.083682
Plot  Area,Ready To Move,Ramakrishnappa Layout,1 Bedroom,630,2,1,Bangalore,7000000,1,1,11111.11111
Plot  Area,Ready To Move,Kaggadasapura,3 Bedroom,1350,2,0,Bangalore,10500000,3,1,7777.777778
Super built-up  Area,Ready To Move,Domlur,3 BHK,1740,3,0,Bangalore,12000000,3,1,6896.551724
Super built-up  Area,Ready To Move,Bommasandra,2 BHK,877,2,1,Bangalore,2900000,2,1,3306.72748
Built-up  Area,Ready To Move,Whitefield,3 BHK,1770,4,1,Bangalore,6800000,3,1,3841.80791
Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,450,1,1,Bangalore,1500000,1,1,3333.333333
Plot  Area,18-04-2024 00:00,tc.palya,2 Bedroom,1000,2,1,Bangalore,5500000,2,0,5500
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1300,2,2,Bangalore,7800000,2,1,6000
Super built-up  Area,Ready To Move,Doddathoguru,3 BHK,1300,2,1,Bangalore,4200000,3,1,3230.769231
Super built-up  Area,Ready To Move,Abbigere,2 BHK,985,2,1,Bangalore,4039000,2,1,4100.507614
Built-up  Area,Ready To Move,Chikkathoguru,2 BHK,1045,2,2,Bangalore,4200000,2,1,4019.138756
Super built-up  Area,Ready To Move,Chelekare,2 BHK,1250,2,1,Bangalore,6240000,2,1,4992
Plot  Area,Ready To Move,Bande Nallasandra,3 Bedroom,2400,4,1,Bangalore,13000000,3,1,5416.666667
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1194,2,2,Bangalore,4600000,2,1,3852.596315
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1420,3,3,Bangalore,6800000,3,1,4788.732394
Built-up  Area,Ready To Move,Sector 1 HSR Layout,3 BHK,1720,3,3,Bangalore,8300000,3,1,4825.581395
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,1530,2,2,Bangalore,7440000,3,1,4862.745098
Plot  Area,Ready To Move,Anandapura,3 Bedroom,1200,2,0,Bangalore,6600000,3,1,5500
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1570,3,3,Bangalore,8800000,3,1,5605.095541
Super built-up  Area,18-05-2024 00:00,Sarjapur  Road,3 BHK,1157,2,1,Bangalore,7400000,3,0,6395.85134
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,535,1,1,Bangalore,2000000,2,1,3738.317757
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,1120,2,2,Bangalore,3920000,2,1,3500
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,1150,2,2,Bangalore,6000000,2,1,5217.391304
Plot  Area,Ready To Move,Hebbal Kempapura,5 Bedroom,2400,5,2,Bangalore,20000000,5,1,8333.333333
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1215,2,1,Bangalore,6800000,2,1,5596.707819
Super built-up  Area,18-04-2024 00:00,Bhoganhalli,2 BHK,1444,2,1,Bangalore,7597000,2,0,5261.080332
Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,2003,3,3,Bangalore,20000000,3,1,9985.022466
Carpet  Area,Ready To Move,Thirumenahalli,2 BHK,1100,2,2,Bangalore,7000000,2,1,6363.636364
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,900,2,1,Bangalore,4200000,2,1,4666.666667
Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,1372,2,1,Bangalore,4390000,3,1,3199.708455
Plot  Area,16-12-2024 00:00,Chikka Tirupathi,4 Bedroom,4500,5,3,Bangalore,15000000,4,0,3333.333333
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1180,2,1,Bangalore,5550000,3,1,4703.389831
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1096,2,2,Bangalore,3900000,2,1,3558.394161
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,2504,3,3,Bangalore,13800000,3,1,5511.182109
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,3 BHK,1350,2,2,Bangalore,4725000,3,1,3500
Built-up  Area,Ready To Move,Raghuvanahalli,1 BHK,420,1,1,Bangalore,2350000,1,1,5595.238095
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1832,3,1,Bangalore,11600000,3,1,6331.877729
Plot  Area,Ready To Move,Anandapura,6 Bedroom,1380,7,2,Bangalore,13000000,6,1,9420.289855
Built-up  Area,Ready To Move,Vasanthapura,2 BHK,940,2,1,Bangalore,4000000,2,1,4255.319149
Plot  Area,Ready To Move,Whitefield,4 Bedroom,4290,5,3,Bangalore,62500000,4,1,14568.76457
Built-up  Area,18-08-2024 00:00,Electronic City Phase II,2 BHK,1020,2,1,Bangalore,2945000,2,0,2887.254902
Built-up  Area,Ready To Move,Abbigere,6 Bedroom,2500,6,0,Bangalore,8100000,6,1,3240
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1400,2,2,Bangalore,4500000,2,1,3214.285714
Built-up  Area,Ready To Move,HAL Layout,3 BHK,1675,3,2,Bangalore,6500000,3,1,3880.597015
Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,708,2,1,Bangalore,3200000,2,1,4519.774011
Super built-up  Area,Ready To Move,Channasandra,2 BHK,1123,2,1,Bangalore,3600000,2,1,3205.69902
Super built-up  Area,Ready To Move,Talaghattapura,2 BHK,1100,2,1,Bangalore,4949000,2,1,4499.090909
Super built-up  Area,Ready To Move,Upkar Layout,2 BHK,1225,2,2,Bangalore,7105000,2,1,5800
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,1683,3,1,Bangalore,14000000,3,1,8318.478907
Super built-up  Area,Ready To Move,Kengeri Satellite Town,1 BHK,410,1,1,Bangalore,1500000,1,1,3658.536585
Plot  Area,Ready To Move,Banashankari Stage II,3 Bedroom,2400,2,2,Bangalore,30000000,3,1,12500
Plot  Area,Ready To Move,Kenchenhalli,4 Bedroom,1350,4,1,Bangalore,9000000,4,1,6666.666667
Super built-up  Area,Ready To Move,Gubbalala,2 BHK,1475,2,2,Bangalore,8000000,2,1,5423.728814
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,1120,2,2,Bangalore,4900000,2,1,4375
Super built-up  Area,Ready To Move,KR Puram,2 BHK,1150,2,1,Bangalore,4200000,2,1,3652.173913
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1165,2,1,Bangalore,8500000,2,1,7296.137339
Super built-up  Area,Ready To Move,Harlur,3 BHK,1756,3,2,Bangalore,13400000,3,1,7630.979499
Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,1409,2,2,Bangalore,9500000,2,1,6742.370476
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,1212,2,1,Bangalore,5690000,2,1,4694.719472
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,1140,2,2,Bangalore,2649000,2,1,2323.684211
Super built-up  Area,19-09-2024 00:00,Hegde Nagar,3 BHK,2087.01,3,2,Bangalore,11500000,3,0,5510.275466
Super built-up  Area,Ready To Move,Jalahalli East,1 BHK,775,1,0,Bangalore,3410000,1,1,4400
Super built-up  Area,18-04-2024 00:00,Sarjapur  Road,3 BHK,1700,3,1,Bangalore,11800000,3,0,6941.176471
Super built-up  Area,Ready To Move,Carmelaram,3 BHK,1732.5,3,0,Bangalore,9185500,3,1,5301.875902
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1110,2,1,Bangalore,5200000,2,1,4684.684685
Built-up  Area,18-08-2024 00:00,Electronic City Phase II,2 BHK,1000,2,1,Bangalore,2888000,2,0,2888
Plot  Area,Ready To Move,Marathahalli,7 Bedroom,1550,7,3,Bangalore,16000000,7,1,10322.58065
Built-up  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,2704,5,0,Bangalore,10500000,4,1,3883.136095
Plot  Area,Ready To Move,Vidya Nagar,2 Bedroom,3760,2,0,Bangalore,28000000,2,1,7446.808511
Plot  Area,Ready To Move,Hormavu,5 Bedroom,1600,5,2,Bangalore,14000000,5,1,8750
Super built-up  Area,19-12-2024 00:00,Bhoganhalli,2 BHK,1205,2,2,Bangalore,6447000,2,0,5350.207469
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,1418,2,2,Bangalore,10500000,2,1,7404.795487
Built-up  Area,Ready To Move,Ardendale,3 BHK,1650,3,3,Bangalore,8200000,3,1,4969.69697
Plot  Area,Ready To Move,MS Pallya,7 Bedroom,1200,7,2,Bangalore,13900000,7,1,11583.33333
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1150,2,1,Bangalore,3800000,2,1,3304.347826
Super built-up  Area,Ready To Move,Byadarahalli,3 BHK,3071,4,2,Bangalore,30000000,3,1,9768.80495
Built-up  Area,Ready To Move,Dasanapura,4 Bedroom,2400,5,2,Bangalore,10000000,4,1,4166.666667
Built-up  Area,Ready To Move,Singapura Village,2 BHK,850,2,0,Bangalore,3400000,2,1,4000
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1580,3,1,Bangalore,8374000,3,1,5300
Super built-up  Area,18-12-2024 00:00,Whitefield,2 BHK,1216,2,1,Bangalore,8403000,2,0,6910.361842
Carpet  Area,20-12-2024 00:00,Kanakpura Road,1 BHK,381,1,1,Bangalore,2800000,1,0,7349.081365
Built-up  Area,18-02-2024 00:00,KR Puram,9 BHK,4600,9,2,Bangalore,20000000,9,0,4347.826087
Super built-up  Area,Ready To Move,Hebbal,2 BHK,1040,2,1,Bangalore,5500000,2,1,5288.461538
Built-up  Area,18-04-2024 00:00,Choodasandra,4 Bedroom,2429,3,1,Bangalore,21000000,4,0,8645.533141
Super built-up  Area,Ready To Move,Akshaya Vana,3 BHK,1260,2,1,Bangalore,4900000,3,1,3888.888889
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1498,3,2,Bangalore,7490000,3,1,5000
Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,1200,2,2,Bangalore,6500000,3,1,5416.666667
Super built-up  Area,18-04-2024 00:00,Electronic City,2 BHK,1355,2,1,Bangalore,7290000,2,0,5380.073801
Built-up  Area,Ready To Move,Canara Bank Layout,3 BHK,1450,3,1,Bangalore,6500000,3,1,4482.758621
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,1860,3,2,Bangalore,16800000,3,1,9032.258065
Built-up  Area,Ready To Move,Whitefield,2 BHK,1240,2,2,Bangalore,7000000,2,1,5645.16129
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1300,2,2,Bangalore,5500000,3,1,4230.769231
Plot  Area,Ready To Move,Kundalahalli,4 Bedroom,2500,5,2,Bangalore,24500000,4,1,9800
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1950,4,2,Bangalore,12000000,3,1,6153.846154
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,1625,2,2,Bangalore,14500000,3,1,8923.076923
Super built-up  Area,18-07-2024 00:00,Electronic City,2 BHK,1200,2,2,Bangalore,3000000,2,0,2500
Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,1101,2,2,Bangalore,6600000,2,1,5994.550409
Super built-up  Area,18-03-2024 00:00,Whitefield,2 BHK,1216,2,1,Bangalore,7250000,2,0,5962.171053
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1250,2,3,Bangalore,5000000,3,1,4000
Plot  Area,Ready To Move,Samethanahalli,3 Bedroom,2100,3,0,Bangalore,7000000,3,1,3333.333333
Built-up  Area,Ready To Move,Ananth Nagar,3 BHK,1470,3,2,Bangalore,5400000,3,1,3673.469388
Super built-up  Area,22-12-2024 00:00,Bannerghatta Road,3 BHK,1365,3,1,Bangalore,7618000,3,0,5580.952381
Super built-up  Area,18-07-2024 00:00,Hosa Road,2 BHK,1364,2,1,Bangalore,6479000,2,0,4750
Super built-up  Area,20-12-2024 00:00,Banashankari Stage VI,2 BHK,1180,2,1,Bangalore,5947000,2,0,5039.830508
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1800,3,2,Bangalore,13000000,3,1,7222.222222
Super built-up  Area,Ready To Move,Kothannur,2 BHK,1350,2,2,Bangalore,4200000,2,1,3111.111111
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1573,3,2,Bangalore,9800000,3,1,6230.133503
Super built-up  Area,Ready To Move,Nallurhalli,3 BHK,1620,3,3,Bangalore,9500000,3,1,5864.197531
Super built-up  Area,Ready To Move,Doddakallasandra,2 BHK,1072,2,1,Bangalore,4287000,2,1,3999.067164
Built-up  Area,Ready To Move,Bagalakunte,1 BHK,560,1,1,Bangalore,2100000,1,1,3750
Super built-up  Area,Ready To Move,Coconut Grove Layout,2 BHK,1156,2,2,Bangalore,4600000,2,1,3979.238754
Built-up  Area,18-12-2024 00:00,Kudlu Gate,2 BHK,1336,2,1,Bangalore,8600000,2,0,6437.125749
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1200,2,1,Bangalore,2000000,2,1,1666.666667
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,3400,4,3,Bangalore,23500000,4,1,6911.764706
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1608,3,3,Bangalore,5451000,3,1,3389.925373
Super built-up  Area,18-12-2024 00:00,JP Nagar,4 BHK,4000,4,3,Bangalore,44100000,4,0,11025
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1215,2,2,Bangalore,4000000,2,1,3292.18107
Built-up  Area,Ready To Move,Cox Town,2 BHK,1100,2,1,Bangalore,16600000,2,1,15090.90909
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1517,3,3,Bangalore,10000000,3,1,6591.957811
Super built-up  Area,Ready To Move,Mallasandra,2 BHK,1565,2,2,Bangalore,6900000,2,1,4408.945687
Plot  Area,Ready To Move,Palace Guttahalli,6 Bedroom,1680,4,1,Bangalore,25000000,6,1,14880.95238
Super built-up  Area,Ready To Move,Whitefield,3 BHK,2025,4,2,Bangalore,11500000,3,1,5679.012346
Super built-up  Area,19-06-2024 00:00,Jalahalli,2 BHK,1057,2,1,Bangalore,3471000,2,0,3283.822138
Super built-up  Area,Ready To Move,Sadashiva Nagar,3 BHK,3850,3,3,Bangalore,65000000,3,1,16883.11688
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,1044,2,2,Bangalore,3400000,2,1,3256.704981
Built-up  Area,Ready To Move,Domlur,3 BHK,1695,3,2,Bangalore,12500000,3,1,7374.631268
Super built-up  Area,18-06-2024 00:00,Ramagondanahalli,3 BHK,1635,3,1,Bangalore,6100000,3,0,3730.88685
Super built-up  Area,Ready To Move,Hiremath Layout,2 BHK,1140,2,2,Bangalore,5600000,2,1,4912.280702
Built-up  Area,Ready To Move,Electronic City,2 BHK,1150,2,2,Bangalore,3500000,2,1,3043.478261
Built-up  Area,Ready To Move,Yelachenahalli,2 BHK,1110,2,2,Bangalore,11000000,2,1,9909.90991
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1163,2,2,Bangalore,6408000,2,1,5509.88822
Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,1418,2,2,Bangalore,6500000,3,1,4583.921016
Built-up  Area,18-04-2024 00:00,Varthur,2 BHK,1155,2,1,Bangalore,6000000,2,0,5194.805195
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1115,2,2,Bangalore,7800000,2,1,6995.515695
Built-up  Area,Ready To Move,Sanjeevini Nagar,3 BHK,2250,3,2,Bangalore,18000000,3,1,8000
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,1020,2,2,Bangalore,4845000,2,1,4750
Super built-up  Area,Ready To Move,Naidu Layout,3 BHK,1485,3,2,Bangalore,7800000,3,1,5252.525253
Plot  Area,Ready To Move,Whitefield,4 Bedroom,1920,5,2,Bangalore,25000000,4,1,13020.83333
Plot  Area,Ready To Move,Shingapura,1 Bedroom,1350,2,0,Bangalore,4500000,1,1,3333.333333
Super built-up  Area,Ready To Move,8th block Koramangala,2 BHK,1209,2,2,Bangalore,10000000,2,1,8271.298594
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1089,2,1,Bangalore,4355000,2,1,3999.081726
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1445,2,2,Bangalore,8200000,2,1,5674.740484
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1250,2,2,Bangalore,5000000,3,1,4000
Super built-up  Area,18-01-2024 00:00,SHANTHINAGAR,3 BHK,1500,3,1,Bangalore,9500000,3,0,6333.333333
Super built-up  Area,Ready To Move, Devarachikkanahalli,3 BHK,1705,3,2,Bangalore,7500000,3,1,4398.826979
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,2200,3,2,Bangalore,16000000,3,1,7272.727273
Plot  Area,Ready To Move,Cunningham Road,5 Bedroom,2925,5,3,Bangalore,93600000,5,1,32000
Plot  Area,Ready To Move,Laggere,8 Bedroom,1800,8,1,Bangalore,11000000,8,1,6111.111111
Built-up  Area,Ready To Move,Whitefield,5 Bedroom,7200,5,2,Bangalore,90000000,5,1,12500
Super built-up  Area,Ready To Move,Bellandur,3 BHK,1830,3,2,Bangalore,9000000,3,1,4918.032787
Super built-up  Area,18-12-2024 00:00,Electronics City Phase 1,3 BHK,1450,3,2,Bangalore,5800000,3,0,4000
Super built-up  Area,Ready To Move,Choodasandra,3 BHK,1220,3,2,Bangalore,5600000,3,1,4590.163934
Super built-up  Area,Ready To Move,Hoodi,2 BHK,1259,2,2,Bangalore,6945000,2,1,5516.282764
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,1260,2,1,Bangalore,7300000,3,1,5793.650794
Built-up  Area,Ready To Move,Kaggadasapura,3 Bedroom,2500,5,1,Bangalore,12000000,3,1,4800
Built-up  Area,18-12-2024 00:00,Kudlu Gate,3 BHK,1919,3,2,Bangalore,12100000,3,0,6305.367379
Plot  Area,Ready To Move,Vishveshwarya Layout,6 Bedroom,1400,6,3,Bangalore,16000000,6,1,11428.57143
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,2050,3,2,Bangalore,12000000,3,1,5853.658537
Built-up  Area,Ready To Move,Basavangudi,2 BHK,1050,2,1,Bangalore,10300000,2,1,9809.52381
Super built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2 BHK,1000,2,2,Bangalore,6000000,2,1,6000
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1640,3,1,Bangalore,8680000,3,1,5292.682927
Built-up  Area,Ready To Move,Kumarapalli,3 BHK,1488,2,2,Bangalore,6500000,3,1,4368.27957
Super built-up  Area,Ready To Move,Chikkalasandra,3 BHK,1265,2,2,Bangalore,5312000,3,1,4199.209486
Built-up  Area,Ready To Move,Hennur,3 BHK,1640,3,2,Bangalore,12000000,3,1,7317.073171
Super built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,1719.3,2,2,Bangalore,8800000,3,1,5118.362124
Plot  Area,Ready To Move,Someshwara Layout,4 Bedroom,1200,4,2,Bangalore,13000000,4,1,10833.33333
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1180,2,2,Bangalore,7000000,2,1,5932.20339
